time,latitude,longitude,depth,mag,magType,rms,id,updated,place,depthError,magNst,locationSource,magSource
2017-04-29T02:36:23.390Z,-33.1266,-71.7797,21.5,3.8,mwr,0.96,us10008lxe,2017-07-21T02:32:11.040Z,"14km WSW of Valparaiso, Chile",3.7,41,us,us
2017-04-29T01:46:02.230Z,-33.2157,-71.9616,18.79,5.1,mww,0.74,us10008lwz,2017-07-21T02:32:11.040Z,"36km WSW of Valparaiso, Chile",2.7,12,us,us
2017-04-29T01:37:16.130Z,-33.2249,-72.0533,20.05,4.4,mwr,0.7,us10008lww,2017-07-21T02:32:11.040Z,"43km WSW of Valparaiso, Chile",4.9,85,us,us
2017-04-29T01:08:34.830Z,-33.38,-71.9773,20.04,4.4,mwr,0.82,us10008lwq,2017-07-21T02:32:11.040Z,"38km WNW of Cartagena, Chile",2.9,63,us,us
2017-04-29T01:06:20.670Z,-33.2075,-72.2949,20.9,3.8,mwr,1.53,us10008lwf,2017-07-21T02:32:11.040Z,"65km WSW of Valparaiso, Chile",4.2,30,us,us
2017-04-28T21:01:21.960Z,-33.2277,-71.9745,22.32,4.1,mb,0.8,us10008lsn,2017-07-21T02:32:10.040Z,"38km WSW of Valparaiso, Chile",10.1,6,us,us
2017-04-28T19:11:38.860Z,-33.2481,-72.1044,23.21,3.8,mwr,1.04,us10008lqr,2017-07-21T02:32:10.040Z,"50km WSW of Valparaiso, Chile",6.4,44,us,us
2017-04-28T18:28:23.190Z,-33.2766,-71.9407,25.51,4.2,mwr,0.88,us10008lq0,2017-07-21T02:32:10.040Z,"39km SW of Valparaiso, Chile",5.8,65,us,us
2017-04-28T17:57:06.090Z,-33.3509,-72.0371,19.85,4.1,mwr,0.92,us10008lnz,2017-07-21T02:32:10.040Z,"46km WNW of Cartagena, Chile",5.9,40,us,us
2017-04-28T17:41:49.010Z,-33.2794,-71.9578,17.98,5.3,mww,0.68,us10008lnm,2017-07-21T02:32:10.040Z,"40km SW of Valparaiso, Chile",3,25,us,us
2017-04-28T17:41:08.280Z,-33.2264,-72.1346,18.71,4.5,mb,0.9,us10008lnk,2017-07-21T02:32:10.040Z,"51km WSW of Valparaiso, Chile",4.3,17,us,us
2017-04-28T17:38:08.750Z,-33.3081,-72.0629,20.12,3.7,mwr,0.84,us10008lnb,2017-07-21T02:32:10.040Z,"50km SW of Valparaiso, Chile",8.3,23,us,us
2017-04-28T17:21:47.630Z,-33.2032,-72.0645,21.89,4.2,mwr,0.94,us10008ln3,2017-07-21T02:32:10.040Z,"44km WSW of Valparaiso, Chile",5,63,us,us
2017-04-28T17:09:39.780Z,-33.1965,-72.1423,21.52,4.6,mwr,0.86,us10008lmu,2017-07-21T02:32:10.040Z,"51km WSW of Valparaiso, Chile",5.3,72,us,us
2017-04-28T16:51:51.610Z,-33.218,-72.0895,19.9,4.3,mb,0.51,us10008lmk,2017-07-21T02:32:10.040Z,"47km WSW of Valparaiso, Chile",7.5,2,us,us
2017-04-28T16:27:26.920Z,-33.3216,-71.9356,24.03,4.6,mb,0.85,us10008lme,2017-07-21T02:32:10.040Z,"40km NW of Cartagena, Chile",7.7,4,us,us
2017-04-28T16:21:28.400Z,-33.2169,-71.9995,22.51,3.6,ml,0.63,us10008lma,2017-07-21T02:32:10.040Z,"39km WSW of Valparaiso, Chile",15.3,,us,guc
2017-04-28T16:18:41.960Z,-33.2289,-72.2382,10,4.6,mb,1.27,us10008lm7,2017-07-21T02:32:10.040Z,"60km WSW of Valparaiso, Chile",1.9,13,us,us
2017-04-28T16:05:57.030Z,-33.1297,-71.7998,27,5.8,mww,1.03,us10008lm3,2017-07-21T02:32:10.040Z,"18km WSW of Valparaiso, Chile",1.8,32,us,us
2017-04-28T15:58:33.930Z,-33.2323,-72.0479,22.46,5.4,mww,0.74,us10008lm1,2017-07-21T02:32:10.040Z,"44km WSW of Valparaiso, Chile",5.3,26,us,us
2017-04-28T15:56:59.170Z,-33.2687,-72.1064,20.09,4.5,mb,0.81,us10008llu,2017-07-21T02:32:10.040Z,"51km WSW of Valparaiso, Chile",8.6,4,us,us
2017-04-28T15:52:36.140Z,-33.1938,-73.4338,25.55,4.4,mb,1.3,us10008lnl,2017-07-21T02:32:10.040Z,"169km W of Valparaiso, Chile",13.6,3,us,us
2017-04-28T15:49:41.520Z,-33.2401,-72.0798,10,5.1,mww,1.27,us10008llp,2017-07-21T02:32:10.040Z,"47km WSW of Valparaiso, Chile",1.8,21,us,us
2017-04-28T15:44:30.970Z,-33.2449,-72.0454,21.07,4.6,mb,0.78,us10008llx,2017-07-21T02:32:10.040Z,"45km WSW of Valparaiso, Chile",12.7,11,us,us
2017-04-28T15:43:23.020Z,-33.2599,-71.943,22.66,4.3,mb,0.84,us10008lll,2017-07-21T02:32:10.040Z,"38km SW of Valparaiso, Chile",9.4,3,us,us
2017-04-28T15:40:24.020Z,-33.2495,-71.9301,22.43,4.6,mwr,0.82,us10008lli,2017-07-21T02:32:10.040Z,"36km SW of Valparaiso, Chile",4.4,20,us,us
2017-04-28T15:33:29.930Z,-33.2958,-71.9383,24.28,4.7,mwr,0.88,us10008llm,2017-07-21T02:32:10.040Z,"40km SW of Valparaiso, Chile",4.7,,us,guc
2017-04-28T15:30:06.310Z,-33.219,-71.9694,22,5.9,mww,1.2,us10008llg,2017-07-21T02:32:10.040Z,"37km WSW of Valparaiso, Chile",1.8,25,us,us
2017-04-27T21:17:32.580Z,-33.2579,-72.0035,21.82,3.9,mwr,0.88,us10008lev,2017-07-21T02:32:09.040Z,"41km SW of Valparaiso, Chile",7.3,55,us,us
2017-04-27T08:46:36.540Z,-33.2047,-71.9581,28.61,4.3,mb,1.16,us10008ntq,2017-07-21T02:32:08.040Z,"35km WSW of Valparaiso, Chile",7.1,10,us,us
2017-04-27T08:24:40.130Z,-33.25,-71.9516,20.35,4.7,mwr,0.58,us10008l8p,2017-07-21T02:32:08.040Z,"38km SW of Valparaiso, Chile",4.6,62,us,us
2017-04-27T06:55:45.600Z,-33.2855,-71.973,24.21,4.1,mwr,0.56,us10008l8d,2017-07-21T02:32:08.040Z,"42km SW of Valparaiso, Chile",6.5,70,us,us
2017-04-27T05:09:22.920Z,-33.2652,-71.9563,22.51,5.1,mww,0.65,us10008l82,2017-07-21T02:32:08.040Z,"39km SW of Valparaiso, Chile",4.3,21,us,us
2017-04-27T04:55:02.580Z,-28.5959,-70.8183,75.19,4.3,mb,0.72,us10008l7x,2017-07-21T02:32:08.040Z,"6km WSW of Vallenar, Chile",5.5,4,us,us
2017-04-27T01:55:05.880Z,-33.1172,-71.7636,29.43,3.9,mwr,0.67,us10008l75,2017-07-21T02:32:08.040Z,"15km SW of Valparaiso, Chile",3.2,45,us,us
2017-04-26T15:14:01.960Z,-33.2797,-71.9033,27.02,4.3,mwr,0.71,us10008l1w,2017-07-21T02:32:07.040Z,"37km SW of Valparaiso, Chile",4.5,68,us,us
2017-04-26T14:45:53.890Z,-33.2736,-71.9584,19.38,4.3,mwr,0.72,us10008l15,2017-07-21T02:32:07.040Z,"40km SW of Valparaiso, Chile",4.8,63,us,us
2017-04-26T10:05:34.190Z,-33.1601,-72.2353,15.02,4.3,mwr,0.6,us10008kz9,2017-07-21T02:32:07.040Z,"58km WSW of Valparaiso, Chile",4.8,75,us,us
2017-04-26T00:43:00.200Z,-32.9573,-71.9918,22.09,3.7,mwr,1,us10008kw7,2017-07-21T02:32:06.040Z,"35km WNW of Valparaiso, Chile",6,35,us,us
2017-04-25T23:58:11.260Z,-32.9563,-71.9536,23.04,4,mwr,0.62,us10008kvy,2017-07-21T02:32:06.040Z,"31km WNW of Valparaiso, Chile",5.2,66,us,us
2017-04-25T22:52:29.500Z,-31.7665,-72.1577,12.73,3.7,mwr,0.7,us10008kvm,2017-07-21T02:32:06.040Z,"95km W of Illapel, Chile",5.6,31,us,us
2017-04-25T21:03:12.220Z,-33.0885,-72.1026,15.39,3.9,mwr,0.65,us10008kum,2017-07-21T02:32:06.040Z,"44km W of Valparaiso, Chile",4.4,45,us,us
2017-04-25T20:57:52.630Z,-33.1279,-72.2054,17.82,4.3,mb,0.75,us10008kuc,2017-07-21T02:32:06.040Z,"54km W of Valparaiso, Chile",6,6,us,us
2017-04-25T16:48:35.650Z,-33.2906,-72.0186,19.39,4.1,mwr,0.52,us10008kr8,2017-07-21T02:32:06.040Z,"45km SW of Valparaiso, Chile",4.4,61,us,us
2017-04-25T16:38:50.740Z,-33.052,-72.229,10,4.1,mb,0.68,us10008kr1,2017-07-21T02:32:06.040Z,"56km W of Valparaiso, Chile",2,3,us,us
2017-04-25T15:32:07.330Z,-33.0917,-72.2018,26.74,3.6,mb,0.59,us10008kq0,2017-07-21T02:32:06.040Z,"53km W of Valparaiso, Chile",14.1,1,us,us
2017-04-25T14:26:34.610Z,-33.1617,-72.142,14.76,4.2,mwr,0.82,us10008knx,2017-07-21T02:32:06.040Z,"49km WSW of Valparaiso, Chile",4.8,69,us,us
2017-04-25T12:13:22.840Z,-33.1233,-72.2127,16.29,4.7,mwr,1.05,us10008kmi,2017-07-21T02:32:05.040Z,"55km W of Valparaiso, Chile",3.7,67,us,us
2017-04-25T11:24:10.030Z,-33.1051,-72.2391,17.98,4.1,mwr,0.69,us10008km1,2017-07-21T02:32:05.040Z,"57km W of Valparaiso, Chile",4.7,64,us,us
2017-04-25T11:22:01.680Z,-32.9741,-72.1572,17.19,4,mwr,0.75,us10008km0,2017-07-21T02:32:05.040Z,"50km W of Valparaiso, Chile",5.3,58,us,us
2017-04-25T10:24:34.610Z,-32.9129,-72.1841,16.83,4.2,mwr,0.45,us10008klh,2017-07-21T02:32:05.040Z,"53km WNW of Valparaiso, Chile",4.4,62,us,us
2017-04-25T10:20:21.860Z,-32.8964,-72.2009,17.11,4.1,mwr,0.72,us10008klf,2017-07-21T02:32:05.040Z,"55km WNW of Valparaiso, Chile",4.8,62,us,us
2017-04-25T09:33:30.990Z,-33.1032,-72.0318,24.52,4.3,mwr,0.75,us10008kku,2017-07-21T02:32:05.040Z,"38km W of Valparaiso, Chile",5.4,67,us,us
2017-04-25T08:29:04.670Z,-33.1242,-72.2082,18.48,4,mwr,0.55,us10008kkn,2017-07-21T02:32:05.040Z,"55km W of Valparaiso, Chile",3.3,48,us,us
2017-04-25T05:56:25.950Z,-32.9168,-72.3319,16.38,4.2,mwr,0.61,us10008kj5,2017-07-21T02:32:05.040Z,"67km WNW of Valparaiso, Chile",4.6,67,us,us
2017-04-25T03:02:22.430Z,-33.1302,-72.1617,19.91,4.6,mwr,0.85,us10008khr,2017-07-21T02:32:05.040Z,"50km WSW of Valparaiso, Chile",3.9,78,us,us
2017-04-25T02:33:05.520Z,-33.0023,-71.916,23.3,3.8,mwr,0.7,us10008khf,2017-07-21T02:32:05.040Z,"27km W of Valparaiso, Chile",6.3,47,us,us
2017-04-25T01:43:03.950Z,-33.1437,-72.0279,21.44,5.2,mww,0.63,us10008kgt,2017-07-21T02:32:05.040Z,"39km WSW of Valparaiso, Chile",3.3,12,us,us
2017-04-25T01:33:14.520Z,-33.1633,-72.091,20.09,4.7,mwr,0.69,us10008kgk,2017-07-21T02:32:05.040Z,"45km WSW of Valparaiso, Chile",4.4,77,us,us
2017-04-25T00:17:35.340Z,-33.1546,-72.1398,20.02,4.5,mwr,0.98,us10008kfs,2017-07-21T02:32:05.040Z,"49km WSW of Valparaiso, Chile",4.8,79,us,us
2017-04-25T00:09:28.920Z,-33.0789,-71.7822,25.85,4.2,mb,0.88,us10008n9s,2017-07-21T02:32:05.040Z,"15km WSW of Valparaiso, Chile",3.9,3,us,us
2017-04-25T00:02:56.100Z,-32.9596,-72.1008,17.02,4.5,mb,0.49,us10008kfl,2017-07-21T02:32:05.040Z,"45km W of Valparaiso, Chile",3.8,3,us,us
2017-04-24T23:58:00.400Z,-33.2863,-71.944,24.57,4.4,mwr,0.63,us10008kfk,2017-07-21T02:32:05.040Z,"40km SW of Valparaiso, Chile",2.2,26,us,us
2017-04-24T23:54:44.230Z,-33.2762,-71.9967,19.64,4.7,mwr,1.06,us10008kfg,2017-07-21T02:32:05.040Z,"43km SW of Valparaiso, Chile",2.4,50,us,us
2017-04-24T23:39:22.530Z,-33.0152,-71.9276,23.52,4.1,mb,0.66,us10008n9p,2017-07-21T02:32:05.040Z,"28km W of Valparaiso, Chile",6.9,5,us,us
2017-04-24T23:28:53.630Z,-33.1759,-71.8593,26.19,4.3,mb,1.14,us10008kf0,2017-07-21T02:32:05.040Z,"26km SW of Valparaiso, Chile",2.9,5,us,us
2017-04-24T23:04:03.160Z,-33.0243,-71.9721,19.78,4.1,mb,0.56,us10008keu,2017-07-21T02:32:05.040Z,"32km W of Valparaiso, Chile",6.1,1,us,us
2017-04-24T22:50:28.390Z,-33.1086,-72.1077,14.4,4.5,mwr,0.72,us10008ke9,2017-07-21T02:32:05.040Z,"45km W of Valparaiso, Chile",1.6,,us,guc
2017-04-24T22:43:55.660Z,-33.1125,-71.8895,23.58,4.5,mb,0.77,us10008ke3,2017-07-21T02:32:05.040Z,"25km WSW of Valparaiso, Chile",4.3,16,us,us
2017-04-24T22:21:54.940Z,-32.981,-72.218,9.8,4.7,mb,0.81,us10008kdi,2017-07-21T02:32:04.040Z,"55km W of Valparaiso, Chile",4.8,22,us,us
2017-04-24T22:03:43.690Z,-33.0634,-71.8303,27.92,4.9,mb,0.63,us10008kcv,2017-07-21T02:32:04.040Z,"19km W of Valparaiso, Chile",5.2,26,us,us
2017-04-24T22:03:15.710Z,-33.0831,-72.0392,23.06,4.1,mb,0.64,us10008khi,2017-07-21T02:32:04.040Z,"38km W of Valparaiso, Chile",8.3,3,us,us
2017-04-24T21:58:31.750Z,-33.1354,-72.0384,17.1,5,mb,0.74,us10008kcn,2017-07-21T02:32:04.040Z,"39km WSW of Valparaiso, Chile",4.1,34,us,us
2017-04-24T21:51:53.770Z,-32.9604,-71.944,27.61,3.9,ml,0.93,us10008kcw,2017-07-21T02:32:04.040Z,"30km WNW of Valparaiso, Chile",10.9,,us,guc
2017-04-24T21:46:24.100Z,-32.9309,-71.9844,13.21,5.4,mb,0.71,us10008kcr,2017-07-21T02:32:04.040Z,"35km WNW of Valparaiso, Chile",3.4,110,us,us
2017-04-24T21:46:03.570Z,-32.9722,-72.0724,16.35,5.2,mb,1.06,us10008kcs,2017-07-21T02:32:04.040Z,"42km W of Valparaiso, Chile",4.9,20,us,us
2017-04-24T21:38:30.820Z,-33.0375,-72.0617,28,6.9,mww,0.73,us10008kce,2018-10-17T21:53:26.694Z,"40km W of Valparaiso, Chile",1.8,,us,us
2017-04-24T21:38:23.960Z,-33.0711,-72.1213,10,4.8,mb,0.58,us10008nnv,2017-07-21T02:32:04.040Z,"46km W of Valparaiso, Chile",1.9,34,us,us
2017-04-24T08:05:45.110Z,-33.0393,-72.1059,19.59,3.5,ml,0.37,us10008k86,2017-07-21T02:32:04.040Z,"44km W of Valparaiso, Chile",12.7,,us,guc
2017-04-24T07:31:20.550Z,-33.083,-72.173,25.88,2.7,ml,0.39,us10008pu9,2017-07-21T02:32:03.040Z,"51km W of Valparaiso, Chile",12.2,30,us,us
2017-04-24T07:29:50.760Z,-33.0814,-72.1187,21.06,2.6,ml,0.54,us10008k7y,2017-07-21T02:32:03.040Z,"46km W of Valparaiso, Chile",11,,us,guc
2017-04-24T07:18:29.950Z,-32.9846,-72.0609,20.67,2.5,ml,0.4,us10008k81,2017-07-21T02:32:03.040Z,"40km W of Valparaiso, Chile",4.6,,us,guc
2017-04-24T07:17:15.830Z,-33.0062,-72.0733,18.94,2.6,ml,0.37,us10008ptl,2017-07-21T02:32:03.040Z,"41km W of Valparaiso, Chile",3.9,40,us,us
2017-04-24T07:15:35.120Z,-33.041,-72.1353,21.05,2.5,ml,0.58,us10008k7r,2017-07-21T02:32:03.040Z,"47km W of Valparaiso, Chile",10.4,,us,guc
2017-04-24T06:54:34.340Z,-33.1269,-72.1978,21.51,3.9,mwr,1.38,us10008k7j,2017-07-21T02:32:03.040Z,"54km W of Valparaiso, Chile",4.7,38,us,us
2017-04-24T06:17:57.860Z,-33.0908,-72.1187,19.29,3.4,ml,0.57,us10008k7f,2017-07-21T02:32:03.040Z,"46km W of Valparaiso, Chile",13,,us,guc
2017-04-24T06:14:39.060Z,-33.1163,-72.1573,20.66,3.7,mwr,0.93,us10008k7b,2017-07-21T02:32:03.040Z,"50km W of Valparaiso, Chile",6,40,us,us
2017-04-24T05:28:00.290Z,-33.083,-72.1991,21.69,2.9,ml,0.87,us10008k78,2017-07-21T02:32:03.040Z,"53km W of Valparaiso, Chile",13,,us,guc
2017-04-24T04:33:49.480Z,-33.0922,-72.1558,19.24,2.8,ml,0.61,us10008k6x,2017-07-21T02:32:03.040Z,"49km W of Valparaiso, Chile",12,,us,guc
2017-04-24T03:54:10.390Z,-33.1183,-72.1398,19.38,4.5,mwr,0.68,us10008k6u,2017-07-21T02:32:03.040Z,"48km W of Valparaiso, Chile",3.7,75,us,us
2017-04-24T03:50:50.240Z,-33.0714,-72.1616,17.91,4.3,mwr,0.87,us10008k6g,2017-07-21T02:32:03.040Z,"50km W of Valparaiso, Chile",4.1,73,us,us
2017-04-24T01:32:41.670Z,-32.9189,-72.1093,19.79,2.5,ml,0.32,us10008k5r,2017-07-21T02:32:03.040Z,"46km WNW of Valparaiso, Chile",3.4,,us,guc
2017-04-24T01:27:58.430Z,-33.001,-72.1584,18.69,2.5,ml,0.57,us10008k5s,2017-07-21T02:32:03.040Z,"49km W of Valparaiso, Chile",11.9,,us,guc
2017-04-24T01:19:40.600Z,-33.1014,-72.107,20.86,4,mwr,0.63,us10008k5g,2017-07-21T02:32:03.040Z,"45km W of Valparaiso, Chile",4.7,64,us,us
2017-04-24T01:09:07.660Z,-32.3889,-70.5587,21.74,2.8,ml,0.63,us10008k5d,2017-07-21T02:32:03.040Z,"43km NNE of San Felipe, Chile",11.9,,us,guc
2017-04-24T00:41:18.860Z,-33.0353,-72.0551,25.52,3,ml,0.63,us10008k56,2017-07-21T02:32:03.040Z,"39km W of Valparaiso, Chile",12.5,,us,guc
2017-04-23T23:39:27.440Z,-32.9999,-72.0927,19.28,2.5,ml,0.73,us10008pdx,2017-07-21T02:32:03.040Z,"43km W of Valparaiso, Chile",10.6,48,us,us
2017-04-23T22:04:01.710Z,-33.0028,-72.1855,19.43,2.6,ml,0.53,us10008k4e,2017-07-21T02:32:03.040Z,"52km W of Valparaiso, Chile",4.3,,us,guc
2017-04-23T21:52:31.250Z,-32.9906,-72.0465,19.6,3.1,ml,0.43,us10008k42,2017-07-21T02:32:03.040Z,"39km W of Valparaiso, Chile",3.5,,us,guc
2017-04-23T21:45:42.550Z,-33.005,-72.0735,18.31,2.6,ml,0.47,us10008k44,2017-07-21T02:32:03.040Z,"41km W of Valparaiso, Chile",12.2,,us,guc
2017-04-23T21:23:01.930Z,-33.0586,-72.1787,18.86,2.9,ml,0.53,us10008k3u,2017-07-21T02:32:03.040Z,"51km W of Valparaiso, Chile",12.9,,us,guc
2017-04-23T20:59:06.640Z,-32.9742,-72.3156,13.8,2.9,ml,0.93,us10008k3q,2017-07-21T02:32:03.040Z,"64km W of Valparaiso, Chile",6.7,,us,guc
2017-04-23T20:53:12.670Z,-33.0563,-72.1312,19.28,2.9,ml,0.65,us10008k3j,2017-07-21T02:32:03.040Z,"47km W of Valparaiso, Chile",11,,us,guc
2017-04-23T20:48:57.360Z,-33.0339,-72.1625,16.21,2.7,ml,0.72,us10008k45,2017-07-21T02:32:02.040Z,"50km W of Valparaiso, Chile",12.3,,us,guc
2017-04-23T20:45:08.670Z,-33.0107,-72.2195,18.77,2.5,ml,0.72,us10008k3v,2017-07-21T02:32:02.040Z,"55km W of Valparaiso, Chile",14.4,,us,guc
2017-04-23T20:42:03.250Z,-33.0698,-72.1997,17.78,3,ml,0.68,us10008k3k,2017-07-21T02:32:02.040Z,"53km W of Valparaiso, Chile",11.6,,us,guc
2017-04-23T20:30:49.750Z,-33.0231,-72.1416,19.92,3.9,mb,0.67,us10008k3c,2017-07-21T02:32:02.040Z,"48km W of Valparaiso, Chile",7.7,3,us,us
2017-04-23T20:15:57.060Z,-33.0465,-72.0566,17.05,2.5,ml,0.6,us10008pb5,2017-07-21T02:32:02.040Z,"40km W of Valparaiso, Chile",12.9,30,us,us
2017-04-23T20:07:15.110Z,-33.0547,-72.1374,20.81,2.7,ml,0.84,us10008k3e,2017-07-21T02:32:02.040Z,"47km W of Valparaiso, Chile",15.7,,us,guc
2017-04-23T20:04:08.000Z,-33.0605,-72.1895,22.5,2.7,ml,0.64,us10008k36,2017-07-21T02:32:02.040Z,"52km W of Valparaiso, Chile",12.1,,us,guc
2017-04-23T19:55:43.350Z,-33.0846,-72.0754,24.85,2.9,ml,0.64,us10008k2y,2017-07-21T02:32:02.040Z,"42km W of Valparaiso, Chile",10.6,,us,guc
2017-04-23T19:51:28.120Z,-33.0303,-72.1451,20.89,3.4,ml,0.47,us10008k31,2017-07-21T02:32:02.040Z,"48km W of Valparaiso, Chile",17.1,,us,guc
2017-04-23T19:48:14.850Z,-33.0224,-72.1072,17.9,2.9,ml,0.57,us10008pdj,2017-07-21T02:32:02.040Z,"44km W of Valparaiso, Chile",9.7,34,us,us
2017-04-23T19:46:18.720Z,-33.0306,-72.1263,16.33,3.2,ml,0.61,us10008k37,2017-07-21T02:32:02.040Z,"46km W of Valparaiso, Chile",11.5,,us,guc
2017-04-23T19:44:18.680Z,-33.0695,-72.1611,16.95,3.8,ml,0.72,us10008pbq,2017-07-21T02:32:02.040Z,"49km W of Valparaiso, Chile",7.8,,us,guc
2017-04-23T19:40:10.740Z,-33.0147,-72.1154,20,5.6,mww,1.28,us10008k2i,2017-07-21T02:32:02.040Z,"45km W of Valparaiso, Chile",1.5,28,us,us
2017-04-23T19:15:42.170Z,-32.9701,-72.0481,22.47,2.6,ml,0.98,us10008k2g,2017-07-21T02:32:02.040Z,"40km W of Valparaiso, Chile",13.6,,us,guc
2017-04-23T16:12:53.460Z,-32.9634,-71.9865,21.27,4.1,mwr,0.84,us10008k1k,2017-07-21T02:32:02.040Z,"34km WNW of Valparaiso, Chile",2.2,69,us,us
2017-04-23T12:52:15.240Z,-33.0679,-72.0059,24.32,3.8,mwr,0.49,us10008k0k,2017-07-21T02:32:02.040Z,"35km W of Valparaiso, Chile",3.1,41,us,us
2017-04-23T10:41:04.820Z,-33.2928,-67.9221,32.71,4.5,mb,1.12,us10008jzz,2017-07-21T02:32:02.040Z,"56km ESE of San Martin, Argentina",7.4,6,us,us
2017-04-23T04:18:26.690Z,-33.0442,-72.039,21.87,3.9,ml,0.67,us10008jxc,2017-07-21T02:32:02.040Z,"38km W of Valparaiso, Chile",13.2,,us,guc
2017-04-23T03:10:03.970Z,-32.9935,-71.9574,19.96,4.1,mb,0.53,us10008jwi,2017-07-21T02:32:01.040Z,"31km W of Valparaiso, Chile",8.7,2,us,us
2017-04-23T03:02:16.690Z,-33.0676,-72.0119,18.92,4.5,mwr,0.62,us10008jwn,2017-07-21T02:32:01.040Z,"36km W of Valparaiso, Chile",3.6,41,us,us
2017-04-23T03:00:11.600Z,-33.0414,-72.1176,14.85,4.5,mwr,0.65,us10008jw9,2017-07-21T02:32:01.040Z,"45km W of Valparaiso, Chile",3.8,33,us,us
2017-04-23T02:52:37.250Z,-33.0431,-72.0293,16.4,4.5,mwr,0.84,us10008jvx,2017-07-21T02:32:01.040Z,"37km W of Valparaiso, Chile",1.7,26,us,us
2017-04-23T02:43:18.710Z,-33.0181,-71.9518,21,4.8,mwr,0.67,us10008jw7,2017-07-21T02:32:01.040Z,"31km W of Valparaiso, Chile",3.8,32,us,us
2017-04-23T02:42:17.210Z,-33.0565,-72.0175,20.17,4.7,mb,0.62,us10008n77,2017-07-21T02:32:01.040Z,"36km W of Valparaiso, Chile",2.7,37,us,us
2017-04-23T02:36:07.830Z,-33.0354,-72.0296,21,6,mww,0.92,us10008jvr,2017-08-02T07:28:53.221Z,"37km W of Valparaiso, Chile",1.7,39,us,us
2017-04-23T02:17:56.900Z,-33.005,-72.1237,19.45,3.7,mwr,0.54,us10008jvj,2017-07-21T02:32:01.040Z,"46km W of Valparaiso, Chile",4.3,29,us,us
2017-04-23T01:49:11.660Z,-32.9978,-72.0838,17.13,4.6,mwr,0.79,us10008jv4,2017-07-21T02:32:01.040Z,"42km W of Valparaiso, Chile",4.2,77,us,us
2017-04-22T23:57:11.980Z,-33.0191,-72.1117,19.49,4.2,mwr,0.65,us10008jum,2017-07-11T01:48:41.040Z,"45km W of Valparaiso, Chile",4.3,71,us,us
2017-04-22T22:46:42.890Z,-32.9851,-72.1463,9.44,4.9,mwr,0.88,us10008juc,2017-07-11T01:48:41.040Z,"48km W of Valparaiso, Chile",3.4,95,us,us
2017-04-21T12:13:15.530Z,-48.2539,-75.8282,15.13,4.4,mb,0.81,us10008jhz,2017-07-11T01:48:39.040Z,"268km WSW of Cochrane, Chile",5.8,14,us,us
2017-04-20T21:24:27.290Z,-27.5238,-67.214,119.2,5.1,mwr,0.7,us10008je7,2017-07-11T01:48:39.040Z,"19km W of La Puerta de San Jose, Argentina",4,21,us,us
2017-04-19T23:24:27.970Z,-34.7005,-71.8062,41.34,4.1,mwr,0.61,us10008j50,2017-07-11T01:48:38.040Z,"40km W of Santa Cruz, Chile",7.5,26,us,us
2017-04-18T22:25:34.100Z,-35.3699,-71.2134,105.22,4.5,mb,0.62,us10008iu6,2017-07-11T01:48:37.040Z,"28km SSE of Molina, Chile",5.7,34,us,us
2017-04-18T12:33:53.640Z,-31.8408,-71.4637,51.76,4.6,mwr,1.28,us10008ikb,2017-07-11T01:48:36.040Z,"36km SW of Illapel, Chile",3.5,56,us,us
2017-04-17T11:53:33.790Z,-32.061,-71.9488,16.18,4.5,mb,0.65,us10008ica,2017-07-11T01:48:34.040Z,"80km WNW of La Ligua, Chile",6.2,6,us,us
2017-04-16T04:03:29.850Z,-31.467,-68.7726,111.01,4.4,mb,0.7,us10008i11,2017-07-11T01:48:32.040Z,"9km NNW of Zonda, Argentina",3.9,28,us,us
2017-04-15T21:26:39.280Z,-28.4414,-71.4794,33.71,4.4,mwr,1.04,us10008hzb,2017-07-05T18:10:01.040Z,"72km WNW of Vallenar, Chile",2.9,73,us,us
2017-04-15T02:57:10.000Z,-27.065,-70.409,85.8,4.2,mb,1.02,us10008hs8,2017-07-05T18:10:00.040Z,"34km NNW of Copiapo, Chile",6.4,5,guc,us
2017-04-15T01:50:23.450Z,-32.0396,-71.1524,99.97,4,mb,0.71,us10008hrv,2017-07-05T18:10:00.040Z,"33km SSW of Salamanca, Chile",8.4,6,us,us
2017-04-14T12:02:00.870Z,-30.5068,-69.2169,45.55,4.2,mwr,1.39,us10008hjg,2017-07-05T18:10:00.040Z,"53km WSW of San Jose de Jachal, Argentina",7.9,24,us,us
2017-04-14T01:36:22.400Z,-31.7384,-71.8582,57.69,4.1,mb,0.45,us10008hfh,2017-07-05T18:09:59.040Z,"66km W of Illapel, Chile",16.3,4,us,us
2017-04-13T03:59:23.210Z,-28.0203,-68.2753,105.82,4.4,mb,0.74,us10008h58,2017-07-05T18:09:58.040Z,"70km W of Tinogasta, Argentina",1.8,26,us,us
2017-04-13T03:42:52.180Z,-31.0061,-71.5482,38.17,5.4,mww,0.99,us10008h52,2017-07-05T18:09:58.040Z,"56km SW of Ovalle, Chile",3.6,38,us,us
2017-04-12T20:09:49.000Z,-30.102,-71.964,28.1,4.3,mwr,1.5,us10008h1w,2017-07-05T18:09:57.040Z,"62km WSW of Coquimbo, Chile",3.1,57,guc,us
2017-04-11T13:39:44.800Z,-27.6127,-70.0672,82.85,5.1,mww,0.89,us10008gk8,2017-07-05T18:09:56.040Z,"37km SE of Copiapo, Chile",3.5,14,us,us
